key,text,en
$pages$AIAppPublicPage$index3,为您提供行业内热门的公有AI应用程序，您可以从市场上添加到个人工作台进行试用。,We provide you with popular public AI applications that you can add to your studio from store for trial.
$pages$EnterpriseKnowledgePage$index0,知识库,Knowledge Base
$pages$EnterpriseKnowledgePage$index1,知识库目录,Knowledge Base Directory
$pages$EnterpriseKnowledgePage$index2,删除后该知识库的相关文件都将被删除。,All the relevant files of the Knowledge Base will be deleted after deletion.
$pages$EnterpriseKnowledgePage$index3,当前已有,Currently existing
$pages$EnterpriseKnowledgePage$index4,个应用,applications
$pages$EnterpriseKnowledgePage$index5,在使用该知识库。,using the Knowledge Base.
$pages$EnterpriseKnowledgePage$index6,删除后该目录下的所有知识库和相关文件都将被删除。,All the Knowledge Bases and related files in this directory will be deleted after deletion.
$pages$EnterpriseKnowledgePage$index7,当前已有,Currently existing
$pages$EnterpriseKnowledgePage$index8,个应用,applications
$pages$EnterpriseKnowledgePage$index9,在使用该知识库目录下的知识库。,using the Knowledge Base in the Knowledge Base Directory.
$pages$EnterpriseKnowledgePage$index10,企业知识库,Enterprise Knowledge Base
$pages$EnterpriseKnowledgePage$index11,企业知识库,Enterprise Knowledge Base
$pages$EnterpriseKnowledgePage$index12,企业知识库是组织内部的一个集中存储和管理知识的平台，它帮助企业有效地组织、存储、检索和分享各种类型的信息和知识资源。,"Enterprise Knowledge Base is a centralized platform for storing and managing knowledge within an organization. It helps enterprises effectively organize, store, retrieve, and share various types of information and knowledge resources."
$pages$EnterpriseKnowledgePage$index13,企业知识库是组织内部的一个集中存储和管理知识的平台，它帮助企业有效地组织、存储、检索和分享各种类型的信息和知识资源。,"Enterprise Knowledge Base is a centralized platform for storing and managing knowledge within an organization. It helps enterprises effectively organize, store, retrieve, and share various types of information and knowledge resources."
$pages$EnterpriseKnowledgePage$index14,步骤2,Step 2
$pages$EnterpriseKnowledgePage$index15,创建企业知识库,Create Knowledge Base
$pages$EnterpriseKnowledgePage$index16,创建知识目录,Create Knowledge Base Directory
$pages$EnterpriseKnowledgePage$index17,提示,Tips
$pages$EnterpriseKnowledgePage$index18,是否下载 【,Whether to download [
$pages$EnterpriseKnowledgePage$index19,】 知识库文件？,] Knowledge Base file?
$pages$EnterpriseKnowledgePage$index20,删除,Delete
$pages$EnterpriseKnowledgePage$index21,您确定要删除「,"Are you sure you want to delete """
$pages$EnterpriseKnowledgePage$index22,」吗？,"""?"
$pages$EKFileCreatePage$index0,添加文件,Add file
$pages$EKFileCreatePage$index1,添加知识库文件,Add Knowledge Base file
$pages$EKDetailPage$index0,知识库详情,Knowledge Base Details
$pages$EKDetailPage$index1,您可以在这里查看并维护您的企业知识，整个文档都可以链接到问学平台或通过 Chat 插件进行索引。,"You can view and maintain your enterprise knowledge here, and the entire document can be linked to Smart Vision or indexed through the Chat plugin."
$pages$EKDetailPage$index2,您可以在这里查看并维护您的企业知识，整个文档都可以链接到问学平台或通过 Chat 插件进行索引。,"You can view and maintain your enterprise knowledge here, and the entire document can be linked to Smart Vision or indexed through the Chat plugin."
$pages$EKDetailPage$index3,文件,Files
$pages$EKDetailPage$index4,命中测试,Hit Testing
$pages$EKDetailPage$index5,基础设置,Basic Settings
$pages$EKDetailPage$index6,权限设置,Permission Settings
$pages$EKDetailPage$components$EKFileList0,字符,Characters
$pages$EKDetailPage$components$EKFileList1,千字符,thousand characters
$pages$EKDetailPage$components$EKFileList2,已归档,Archived
$pages$EKDetailPage$components$EKFileList3,已禁用,Disabled
$pages$EKDetailPage$components$EKFileList4,失败,Failed
$pages$EKDetailPage$components$EKFileList5,不可用,Unavailable
$pages$EKDetailPage$components$EKFileList6,加载中,Loading
$pages$EKDetailPage$components$EKFileList7,可用,Available
$pages$EKDetailPage$components$EKFileList8,提示,Tips
$pages$EKDetailPage$components$EKFileList9,请选择需要下载的内容,Select the content you want to download
$pages$EKDetailPage$components$EKFileList10,提示,Tips
$pages$EKDetailPage$components$EKFileList11,请选择需要下载的内容,Select the content you want to download
$pages$EKDetailPage$components$EKFileList12,步骤4,Step 4
$pages$EKDetailPage$components$EKFileList13,添加文件,Add file
$pages$EKDetailPage$components$EKFileList14,批量下载,Bulk Download
$pages$EKDetailPage$components$EKFileList15,文件名/问答集,File name/FAQ
$pages$EKDetailPage$components$EKFileList16,大小,Size
$pages$EKDetailPage$components$EKFileList17,类型,Type
$pages$EKDetailPage$components$EKFileList18,命中次数,Hit count
$pages$EKDetailPage$components$EKFileList19,上传时间,Upload time
$pages$EKDetailPage$components$EKFileList20,状态,Status
$pages$EKDetailPage$components$EKFileList21,操作,Operation
$pages$EKDetailPage$components$EKFileList22,启用/,Enable/
$pages$EKDetailPage$components$EKFileList23,禁用,Disable
$pages$EKDetailPage$components$EKFileList24,重命名,Rename
$pages$EKDetailPage$components$EKFileList25,Web站点,Website
$pages$EKDetailPage$components$EKFileList26,问答集,FAQ
$pages$EKDetailPage$components$EKFileList27,表格,Table
$pages$EKDetailPage$components$EKFileList28,图片,Picture
$pages$EKDetailPage$components$EKFileList29,音视频,Audio & video
$pages$EKDetailPage$components$EKFileList30,文本文档,Text document
$pages$EKDetailPage$components$EKFileList31,重新embedding,Re-embedding
$pages$EKDetailPage$components$EKFileList32,重新embedding,Re-embedding
$pages$EKDetailPage$components$EKFileList33,已刷新,Refreshed
$pages$EKDetailPage$components$EKFileList34,已刷新,Refreshed
$pages$EKDetailPage$components$EKFileList35,加载中,Loading
$pages$EKDetailPage$components$EKFileList36,失败,Failed
$pages$EKDetailPage$components$EKFileList37,文本分段并清洗,Text Segmentation and Cleaning
$pages$EKDetailPage$components$EKFileList38,查看分段,View segments
$pages$EKDetailPage$components$EKFileList39,下载,Download
$pages$EKDetailPage$components$EKFileList40,删除,Delete
$pages$EKDetailPage$components$EKFileList41,暂无数据,No data available
$pages$EKDetailPage$components$EKFileList42,暂无数据,No data available
$pages$EKDetailPage$components$EKFileList43,引用-Web站点预览,Reference - Web Preview
$pages$EKDetailPage$components$EKFileList44,文件预览,File preview
$pages$EKDetailPage$components$EKFileList45,网页链接：,Web URL:
$pages$EKDetailPage$components$EKFileList46,取消,Cancel
$pages$EKDetailPage$components$EKFileList47,提示,Tips
$pages$EKDetailPage$components$EKFileList48,是否下载,Whether to download
$pages$EKDetailPage$components$EKFileList49,等,
$pages$EKDetailPage$components$EKFileList50,个文件？,files
$pages$EKDetailPage$components$EKFileList51,提示,Tips
$pages$EKDetailPage$components$EKFileList52,是否下载,Whether to download
$pages$EKDetailPage$components$EKFileList53,知识库文件？,Knowledge Base file?
$pages$EKDetailPage$components$EKFileList54,重命名,Rename
$pages$EKDetailPage$components$EKFileList55,请输入名称,Enter the name
$pages$EKDetailPage$components$EKFileList56,名称,Name
$pages$EKDetailPage$components$EKFileList57,名称,Name
$pages$EKDetailPage$components$EKFileList58,取消,Cancel
$pages$EKDetailPage$components$EKFileList59,保存,Save
$pages$EKDetailPage$EKFileListType$index0,搜索,Search
$pages$EKDetailPage$EKFileListType$index1,全部,All
$pages$EKDetailPage$EKFileListType$index2,已启用,Enabled
$pages$EKDetailPage$EKFileListType$index3,已禁用,Disabled
$pages$EKDetailPage$EKFileListType$index4,搜索问题或更新人,Search by question or updater
$pages$EKDetailPage$EKFileListType$index5,分段信息,Segment information
$pages$EKDetailPage$EKFileListType$index6,分段信息,Segment information
$pages$EKDetailPage$EKFileListType$index7,查看文件全部分段内容。,View all segmented contents of the file.
$pages$EKDetailPage$EKFileListType$index8,查看文件全部分段内容。,View all segmented contents of the file.
$pages$EKDetailPage$EKFileListType$index9,段落,Paragraph
$pages$EKDetailPage$EKFileListType$index10,搜索问题或更新人,Search by question or updater
$pages$EKDetailPage$EKFileListType$index11,状态：,Status:
$pages$EKDetailPage$EKFileListType$index12,暂无数据,No data available
$pages$EKDetailPage$EKFileListType$index13,暂无数据,No data available
$pages$EKDetailPage$components$EKFileDetect0,命中测试,Hit Testing
$pages$EKDetailPage$components$EKFileDetect1,基于给定的查询文本测试文档的命中效果。,Test the hit effect of the document based on the given query text.
$pages$EKDetailPage$components$EKFileDetect2,源文本,Source text
$pages$EKDetailPage$components$EKFileDetect3,请输入文本，建议使用简短的陈述句。,"Enter text, it is recommended to use short declarative sentences."
$pages$EKDetailPage$components$EKFileDetect4,测试,Test
$pages$EKDetailPage$components$EKFileDetect5,最近查询,Recent query
$pages$EKDetailPage$components$EKFileDetect6,更多,More
$pages$EKDetailPage$components$EKFileDetect7,命中段落,Hit paragraph
$pages$EKDetailPage$components$EKSettingContainer0,高质量,High-quality
$pages$EKDetailPage$components$EKSettingContainer1,调用,Call
$pages$EKDetailPage$components$EKSettingContainer2,的嵌入接口进行处理，以在用户查询时提供更高的准确度,embedding interface to process to provide higher accuracy when users query
$pages$EKDetailPage$components$EKSettingContainer3,经济,Economic
$pages$EKDetailPage$components$EKSettingContainer4,使用离线的向量引擎、关键词索引等方式，降低了准确度但无需花费 Token,"Using offline vector engines, keyword indexing, and other methods reduces accuracy but does not require spending Tokens."
$pages$EKDetailPage$components$EKSettingContainer5,请填写知识库名称,Enter the name of the Knowledge Base
$pages$EKDetailPage$components$EKSettingContainer6,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EKDetailPage$components$EKSettingContainer7,警告,Warning
$pages$EKDetailPage$components$EKSettingContainer8,不能同时设置AutoMergingTexlSplitler和元数据。,AutoMergingTexlSplitler and metadata cannot be set at the same time.
$pages$EKDetailPage$components$EKSettingContainer9,成功,Success
$pages$EKDetailPage$components$EKSettingContainer10,保存成功,Saved successfully
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index0,配置知识库目录的授权用户数据权限后，此目录下的所有知识库会继承该权限。,"After configuring the authorized user data permission for the Knowledge Base Directory, all Knowledge Bases in the directory will inherit this permission."
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index1,知识库目录的可见度调整不会影响现有知识库的可见度，但会限制其可见度选择范围,"The visibility adjustment of the Knowledge Base Directory will not affect the visibility of the existing Knowledge Base, but will limit its visibility selection range"
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index2,知识库目录配置的授权用户会继承给该节点下的所有知识库,Authorized users configured in the Knowledge Base Directory will inherit to all Knowledge Bases under the node.
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index3,配置知识库数据权限后，AI仅对拥有权限的角色回答与该知识库相关的问题，若角色未获得相应权限，AI将不会提供相关回答。,"After configuring Knowledge Base data permissions, AI will only answer questions related to the Knowledge Base for roles with permissions. If the role does not have the corresponding permissions, AI will not provide relevant answers."
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index4,知识库目录可见度调整不直接继承给知识库，但会限制其可见度选择范围,"Knowledge Base Directory visibility adjustment does not directly inherit to Knowledge Base, but will limit its visibility selection range"
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index5,从知识库目录继承的组织/用户不能被删除,Organizations/users inherited from the Knowledge Base Directory cannot be deleted
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index6,数据权限设置,Data permission Settings
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index7,权限范围,Scope of permissions
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index8,可查看,View Only
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index9,可见度,Visibility
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index10,授权用户,Authorized users
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index11,编辑,Edit
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index12,保存,Save
$pages$EKDetailPage$components$EKAuthoritySettingContainer$index13,取消,Cancel
$pages$EKDirectoryDetailPage$index0,知识库,Knowledge Base
$pages$EKDirectoryDetailPage$index1,知识库目录,Knowledge Base Directory
$pages$EKDirectoryDetailPage$index2,删除后该知识库的相关文件都将被删除。,All relevant files of the Knowledge Base will be deleted after deletion.
$pages$EKDirectoryDetailPage$index3,当前已有,Currently existing
$pages$EKDirectoryDetailPage$index4,个应用,applications
$pages$EKDirectoryDetailPage$index5,在使用该知识库。,using the Knowledge Base.
$pages$EKDirectoryDetailPage$index6,删除后该目录下的所有知识库和相关文件都将被删除。 当前已有,All Knowledge Base and related files in this directory will be deleted after deletion. Currently existing
$pages$EKDirectoryDetailPage$index7,当前已有,Currently existing
$pages$EKDirectoryDetailPage$index8,个应用,applications
$pages$EKDirectoryDetailPage$index9,在使用该知识库目录下的知识库。,using the Knowledge Base in the Knowledge Base Directory.
$pages$EKDirectoryDetailPage$index10,知识库目录详情,Knowledge Base Directory Details
$pages$EKDirectoryDetailPage$index11,您可以在这里查看并维护知识目录下的知识库，支持您在知识目录下创建分类知识库。,"You can view and maintain the Knowledge Base in the Knowledge Directory here, supporting you to create categorized Knowledge Bases in the Knowledge Directory."
$pages$EKDirectoryDetailPage$index12,您可以在这里查看并维护知识目录下的知识库，支持您在知识目录下创建分类知识库。,"You can view and maintain the Knowledge Base in the Knowledge Directory here, supporting you to create categorized Knowledge Bases in the Knowledge Directory."
$pages$EKDirectoryDetailPage$index13,知识库,Knowledge Base
$pages$EKDirectoryDetailPage$index14,基础设置,Basic Settings
$pages$EKDirectoryDetailPage$index15,权限设置,Permission Settings
$pages$EKDirectoryDetailPage$index16,删除,Delete
$pages$EKDirectoryDetailPage$index17,您确定要删除「,"Are you sure you want to delete """
$pages$EKDirectoryDetailPage$index18,」吗？,"""?"
$pages$EKDirectoryDetailPage$index19,提示,Tips
$pages$EKDirectoryDetailPage$index20,是否下载,Whether to download
$pages$EKDirectoryDetailPage$index21,知识库文件？,Knowledge Base file?
$pages$EKDirectoryDetailPage$components$KnowledgeBase$index0,创建企业知识库,Create Enterprise Knowledge Base
$pages$EKDirectoryDetailPage$components$BaseSetting$index0,请填写知识库目录名称,Enter the name of Knowledge Base Directory
$pages$EKDirectoryDetailPage$components$BaseSetting$index1,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EKDirectoryDetailPage$components$BaseSetting$index2,知识库目录名称,Knowledge Base Directory Name
$pages$EKDirectoryDetailPage$components$BaseSetting$index3,知识库目录名称,Knowledge Base Directory Name
$pages$EKDirectoryDetailPage$components$BaseSetting$index4,请输入名称,Enter the name
$pages$EKDirectoryDetailPage$components$BaseSetting$index5,请输入名称,Enter the name
$pages$EKDirectoryDetailPage$components$BaseSetting$index6,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EKDirectoryDetailPage$components$BaseSetting$index7,知识库目录描述,Knowledge Base Directory Description
$pages$EKDirectoryDetailPage$components$BaseSetting$index8,知识库目录描述,Knowledge Base Directory Description
$pages$EKDirectoryDetailPage$components$BaseSetting$index9,请输入描述,Enter the description
$pages$EKDirectoryDetailPage$components$BaseSetting$index10,请输入描述,Enter the description
$pages$EKDirectoryDetailPage$components$BaseSetting$index11,保存,Save
$pages$EKFileSegmentationPage$index0,分段预览,Segment Preview
$pages$EKFileSegmentationPage$index1,分段预览,Segment Preview
$pages$EKFileSegmentationPage$index2,查看该文件的分段预览效果,View the segmented preview of the file
$pages$EKFileSegmentationPage$index3,查看该文件的分段预览效果,View the segmented preview of the file
$pages$AIAbilityDetailPage$index0,AI能力详情,AI Capability Details
$pages$AIAbilityDetailPage$index1,展示AI能力详细信息，用户可以查看SDK说明，选择将合适的AI能力复制到我的工作台，配置完后选择环境发布后即可体验并查看调用日志。,"Display detailed information of AI capabilities. Users can view the SDK description, select to copy the appropriate AI capabilities to studio, and select environment to publish for experiencing and viewing the call logs after configuration."
$pages$AIAbilityDetailPage$index2,展示AI能力详细信息，用户可以进行设置AI能力基本信息、查看SDK说明，配置完的AI能力选择环境发布后即可体验并查看调用日志。,"Display detailed information of AI capabilities. Users can set basic information of AI capabilities, view SDK instructions, and experience and view call logs after selecting the environment and publishing the configured AI capabilities."
$pages$AIAbilityDetailPage$index3,步骤4,Step 4
$pages$AIAbilityDetailPage$index4,已添加到工作台/AI能力,Added to Studio/Capabilities
$pages$AIAbilityDetailPage$index5,添加到工作台/AI能力,Add to Studio/Capabilities
$pages$AIAbilityDetailPage$index6,步骤3,Step 3
$pages$AIAbilityDetailPage$index7,概览,Overview
$pages$AIAbilityDetailPage$index8,确定删除AI能力,Confirm to delete capability
$pages$AIAbilityDetailPage$index9,您确定要删除这个AI能力吗？,Are you sure you want to delete the AI capability?
$pages$AIAbilityOverviewPage$index0,发布者,Publisher
$pages$AIAbilityOverviewPage$index1,下载量,Downloads
$pages$AIAbilityOverviewPage$index2,能力介绍,Capability Introduction
$pages$AIAbilityPrivatePage$index0,AI能力,AI Capabilities
$pages$AIAbilityPrivatePage$index1,AI能力,AI Capabilities
$pages$AIAbilityPrivatePage$index2,AI能力是指大模型在执行各种任务时所具备的功能和能力。通过SDK的方式提供给研发人员方便的开发相关应用，这种能力主要用于处理人机交互的输入与输出，包括音视频处理、自然语言处理、图像识别、OCR等。,"AI capability refers to the functions and abilities that models possess when performing various tasks. It is provided to R&D personnel through SDK to facilitate the development of related applications. The capability is mainly used to handle the input and output of human-machine interaction, including audio & video processing, natural language processing, image recognition, OCR, etc."
$pages$AIAbilityPrivatePage$index3,AI能力是指大模型在执行各种任务时所具备的功能和能力。通过SDK的方式提供给研发人员方便的开发相关应用，这种能力主要用于处理人机交互的输入与输出，包括音视频处理、自然语言处理、图像识别、OCR等。,"AI capability refers to the functions and abilities that models possess when performing various tasks. It is provided to R&D personnel through SDK to facilitate the development of related applications. The capability is mainly used to handle the input and output of human-machine interaction, including audio & video processing, natural language processing, image recognition, OCR, etc."
$pages$AIAbilityPublicPage$index0,AI能力市场,AI Capability Store
$pages$AIAbilityPublicPage$index1,AI能力市场,AI Capability Store
$pages$AIAbilityPublicPage$index2,AI能力是指大模型在执行各种任务时所具备的功能和能力。这种能力主要用于处理人机交互的输入与输出，包括音视频处理、自然语言处理、图像识别、OCR等。,"AI capability refers to the functions and abilities that lmodels possess when performing various tasks. The capability is mainly used to handle the input and output of human-machine interaction, including audio & video processing, natural language processing, image recognition, OCR, etc."
$pages$AIAbilityPublicPage$index3,AI能力是指大模型在执行各种任务时所具备的功能和能力。这种能力主要用于处理人机交互的输入与输出，包括音视频处理、自然语言处理、图像识别、OCR等。,"AI capability refers to the functions and abilities that lmodels possess when performing various tasks. The capability is mainly used to handle the input and output of human-machine interaction, including audio & video processing, natural language processing, image recognition, OCR, etc."
$pages$K8sList$index0,成功,Success
$pages$K8sList$index1,kubeconfig配置文件测试通过,Kubeconfig configuration file tested passed
$pages$K8sList$index2,失败,Failed
$pages$K8sList$index3,kubeconfig配置文件测试未通过,Kubeconfig configuration file test failed
$pages$K8sList$index4,请输入集群名称,Enter cluster name
$pages$K8sList$index5,请输入kubeconfig配置文件,Enter the kubeconfig configuration file
$pages$K8sList$index6,请输入kubeconfig配置文件,Enter the kubeconfig configuration file
$pages$K8sList$index7,供应商,Suppliers
$pages$K8sList$index8,供应商,Suppliers
$pages$K8sList$index9,请选择,Select
$pages$K8sList$index10,请选择,Select
$pages$K8sList$index11,请输入,Enter
$pages$K8sList$index12,请输入,Enter
$pages$K8sList$index13,请输入,Enter
$pages$K8sList$index14,请输入,Enter
$pages$K8sList$index15,请输入,Enter
$pages$K8sList$index16,请输入,Enter
$pages$K8sList$index17,名称,Name
$pages$K8sList$index18,名称,Name
$pages$K8sList$index19,请输入,Enter
$pages$K8sList$index20,请输入,Enter
$pages$K8sList$index21,别名,Alias
$pages$K8sList$index22,别名,Alias
$pages$K8sList$index23,请输入,Enter
$pages$K8sList$index24,请输入,Enter
$pages$K8sList$index25,控制台,Console
$pages$K8sList$index26,控制台,Console
$pages$K8sList$index27,请输入,Enter
$pages$K8sList$index28,请输入,Enter
$pages$K8sList$index29,描述,Description
$pages$K8sList$index30,描述,Description
$pages$K8sList$index31,步骤2,Step 2
$pages$K8sList$index32,新增环境,Add environment
$pages$K8sList$index33,云原生环境,Cloud Native Environment
$pages$K8sList$index34,云原生环境,Cloud Native Environment
$pages$K8sList$index35,创建并管理大模型的运行环境，这个环境是一个标准的云原生Kubernets集群。问学平台提供一个默认的集群，运行在上面的服务将会有时效限制。您也可以创建企业自己的集群，运行在上面的服务将长期保持。,"Create and manage the runtime environment of themodel, which is a standard Cloud Native Kubernets cluster. Smart Vision provides a default cluster, and the services running on it will have time limits. You can also create your own enterprise cluster, and the services running on it will be maintained for a long time."
$pages$K8sList$index36,创建并管理大模型的运行环境，这个环境是一个标准的云原生Kubernets集群。问学平台提供一个默认的集群，运行在上面的服务将会有时效限制。您也可以创建企业自己的集群，运行在上面的服务将长期保持。,"Create and manage the runtime environment of themodel, which is a standard Cloud Native Kubernets cluster. Smart Vision provides a default cluster, and the services running on it will have time limits. You can also create your own enterprise cluster, and the services running on it will be maintained for a long time."
$pages$K8sList$index37,Kubernetes云环境,Kubernetes Cloud Environment
$pages$K8sList$index38,步骤3,Step 3
$pages$K8sList$index39,编辑,Edit
$pages$K8sList$index40,连接,Connect
$pages$K8sList$index41,Kubernetes集群,Kubernetes Cluster
$pages$K8sList$index42,集群提供商,Cluster provider
$pages$K8sList$index43,集群提供商,Cluster provider
$pages$K8sList$index44,请选择,Select
$pages$K8sList$index45,请选择,Select
$pages$K8sList$index46,神州数码,Digital China
$pages$K8sList$index47,阿里云,Alibaba Cloud
$pages$K8sList$index48,华为云,HUAWEI Cloud
$pages$K8sList$index49,腾讯云,Tencent Cloud
$pages$K8sList$index50,测试,Test
$pages$K8sList$index51,取消,Cancel
$pages$K8sList$index52,确认,OK
$pages$K8sDetail$index0,环境详情,Environment Details
$pages$K8sDetail$index1,在这里您可以查看集群的基本信息、编辑修改集群配置、监控集群资源情况。,"Here you can view the basic information of the cluster, edit and modify the cluster configuration, and monitor the cluster resources."
$pages$K8sDetail$index2,在这里您可以查看集群的基本信息、编辑修改集群配置、监控集群资源情况。,"Here you can view the basic information of the cluster, edit and modify the cluster configuration, and monitor the cluster resources."
$pages$K8sDetail$index3,删除,Delete
$pages$K8sDetail$index4,环境详情介绍,Environment Details
$pages$K8sDetail$index5,编辑Kubernetes集群,Edit Kubernetes Cluster
$pages$K8sDetail$index6,资源消耗分析图表,Resource consumption analysis chart
$pages$UserPage$index0,用户管理,User management
$pages$UserPage$index1,用户管理,User management
$pages$UserPage$index2,在这里您可以看到企业租户下的全部用户基本信息，您可以编辑用户信息、修改用户密码。,"Here you can view all the basic user information of the enterprise tenant, and you can edit user information and modify user passwords."
$pages$UserPage$index3,在这里您可以看到企业租户下的全部用户基本信息，您可以编辑用户信息、修改用户密码。,"Here you can view all the basic user information of the enterprise tenant, and you can edit user information and modify user passwords."
$pages$UserPage$index4,添加用户,Add User
$pages$UserPage$index5,姓名,Name
$pages$UserPage$index6,邮箱,Email
$pages$UserPage$index7,角色,Role
$pages$UserPage$index8,用户名,Username
$pages$UserPage$index9,用户来源,User source
$pages$UserPage$index10,状态,Status
$pages$UserPage$index11,操作,Operation
$pages$UserPage$index12,标准,Standard
$pages$UserPage$index13,正常,Normal
$pages$UserPage$index14,禁用,Disable
$pages$UserPage$index15,编辑,Edit
$pages$UserPage$index16,修改密码,Password Reset
$pages$UserPage$index17,删除,Delete
$pages$UserPage$index18,暂无数据,No data available
$pages$UserPage$index19,暂无数据,No data available
$pages$UserAddPage$index0,请输入姓名,Enter the name
$pages$UserAddPage$index1,请输入,Enter
$pages$UserAddPage$index2,请选择角色,Select a role
$pages$UserAddPage$index3,请输入4-30位用户名,Please enter a username of 4-30 characters
$pages$UserAddPage$index4,请输入4-30位用户名，仅支持字母，数字，特殊符号`_-`,"Enter a username of 4-30 characters, including letters, numbers, and special characters _-."
$pages$UserAddPage$index5,请输入8-16位的密码,Please enter a password of 8-16 characters
$pages$UserAddPage$index6,"密码需包含大写字母，小写字母，数字，特殊符号 `!@#$%^&*()_+~`[]{}|/:;<>,.?-`","Password must contain uppercase letters, lowercase letters, numbers, special symbols `!@#$%^&*() _ +~`[]{}|/:;<>,.?-`"
$pages$UserAddPage$index7,请输入确认密码,Enter the confirmation password
$pages$UserAddPage$index8,确认密码和密码不一致,Confirm whether the two inputs are consistent
$pages$UserAddPage$index9,添加用户,Add User
$pages$UserAddPage$index10,添加用户,Add User
$pages$UserAddPage$index11,添加用户信息,Add user information
$pages$UserAddPage$index12,添加用户信息,Add user information
$pages$UserAddPage$index13,保存,Save
$pages$UserAddPage$index14,返回上一页,Back to previous page
$pages$UserAddPage$index15,用户详情,User Details
$pages$UserAddPage$index16,姓名,Name
$pages$UserAddPage$index17,姓名,Name
$pages$UserAddPage$index18,姓名,Name
$pages$UserAddPage$index19,姓名,Name
$pages$UserAddPage$index20,请输入姓名,Enter the name
$pages$UserAddPage$index21,请输入姓名,Enter the name
$pages$UserAddPage$index22,邮箱,Email
$pages$UserAddPage$index23,邮箱,Email
$pages$UserAddPage$index24,邮箱,Email
$pages$UserAddPage$index25,邮箱,Email
$pages$UserAddPage$index26,请输入邮箱,Enter the email address
$pages$UserAddPage$index27,请输入邮箱,Enter the email address
$pages$UserAddPage$index28,用户名,Username
$pages$UserAddPage$index29,用户名,Username
$pages$UserAddPage$index30,用户名,Username
$pages$UserAddPage$index31,用户名,Username
$pages$UserAddPage$index32,请输入用户名,Enter the username
$pages$UserAddPage$index33,请输入用户名,Enter the username
$pages$UserAddPage$index34,密码,Password
$pages$UserAddPage$index35,密码,Password
$pages$UserAddPage$index36,密码,Password
$pages$UserAddPage$index37,密码,Password
$pages$UserAddPage$index38,请输入密码,Enter the password
$pages$UserAddPage$index39,请输入密码,Enter the password
$pages$UserAddPage$index40,确认密码,Confirm password
$pages$UserAddPage$index41,确认密码,Confirm password
$pages$UserAddPage$index42,确认密码,Confirm password
$pages$UserAddPage$index43,确认密码,Confirm password
$pages$UserAddPage$index44,请输入确认密码,Enter the confirmation password
$pages$UserAddPage$index45,请输入确认密码,Enter the confirmation password
$pages$UserAddPage$index46,角色,Role
$pages$UserAddPage$index47,用户角色,User role
$pages$UserAddPage$index48,用户角色,User role
$pages$UserAddPage$index49,角色,Role
$pages$UserAddPage$index50,角色,Role
$pages$UserAddPage$index51,添加角色,Add Role
$pages$UserAddPage$index52,添加角色,Add Role
$pages$UserEditPage$index0,请输入姓名,Enter the name
$pages$UserEditPage$index1,请输入,Enter
$pages$UserEditPage$index2,请输入用户名,Enter the username
$pages$UserEditPage$index3,编辑用户,Edit user
$pages$UserEditPage$index4,编辑用户,Edit user
$pages$UserEditPage$index5,编辑用户信息,Edit user information
$pages$UserEditPage$index6,编辑用户信息,Edit user information
$pages$UserEditPage$index7,保存,Save
$pages$UserEditPage$index8,用户详情,User Details
$pages$UserEditPage$index9,姓名,Name
$pages$UserEditPage$index10,姓名,Name
$pages$UserEditPage$index11,姓名,Name
$pages$UserEditPage$index12,姓名,Name
$pages$UserEditPage$index13,请输入姓名,Enter the name
$pages$UserEditPage$index14,请输入姓名,Enter the name
$pages$UserEditPage$index15,邮箱,Email
$pages$UserEditPage$index16,邮箱,Email
$pages$UserEditPage$index17,邮箱,Email
$pages$UserEditPage$index18,邮箱,Email
$pages$UserEditPage$index19,请输入邮箱,Enter the email address
$pages$UserEditPage$index20,请输入邮箱,Enter the email address
$pages$UserEditPage$index21,用户名,Username
$pages$UserEditPage$index22,用户名,Username
$pages$UserEditPage$index23,用户名,Username
$pages$UserEditPage$index24,用户名,Username
$pages$UserEditPage$index25,请输入用户名,Enter the username
$pages$UserEditPage$index26,请输入用户名,Enter the username
$pages$UserEditPage$index27,角色,Role
$pages$UserEditPage$index28,用户角色,User role
$pages$UserEditPage$index29,用户角色,User role
$pages$UserEditPage$index30,角色,Role
$pages$UserEditPage$index31,角色,Role
